name,city,rating,types,latitude,longitude,description,category,price_level,amenities,room_types,cuisine_type,specialties,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Supermarket Quang Ngai,Quang Ngai,4.8,['supermarket'],15.28422531968724,108.9196558071173,Địa điểm supermarket tại Quang Ngai,supermarket,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Peninsula Quang Nam,Quang Nam,3.4,['peninsula'],15.665406068439054,108.71883834064764,Địa điểm peninsula tại Quang Nam,peninsula,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Tay Ninh,Tay Ninh,3.7,['swimming_pool'],11.112177919134131,105.88183392616014,Địa điểm swimming pool tại Tay Ninh,swimming_pool,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Quang Ngai,Quang Ngai,3.6,['post_office'],15.29904123969276,109.08868344800374,Địa điểm post office tại Quang Ngai,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Shopping Center Tien Giang,Tien Giang,3.4,['market'],9.963191599297476,105.98090443741452,Địa điểm market tại Tien Giang,market,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Ho Chi Minh City,Ho Chi Minh City,2.9,['supermarket'],11.051113129481312,106.32684830240518,Địa điểm supermarket tại Ho Chi Minh City,supermarket,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Phan Thiet,Phan Thiet,4.6,['harbor'],10.464292770158307,108.7143332624384,Địa điểm harbor tại Phan Thiet,harbor,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Tra Vinh,Tra Vinh,4.0,['taxi_stand'],9.562498983267622,106.11411023689428,Địa điểm taxi stand tại Tra Vinh,taxi_stand,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Mountain,Binh Phuoc,4.8,['cafe'],11.450328849701563,107.06304607311613,Địa điểm cafe tại Binh Phuoc,cafe,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Tien Giang,Tien Giang,3.1,['park'],10.102651985900325,106.3756416748851,Địa điểm park tại Tien Giang,park,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Tay Ninh,Tay Ninh,2.5,['mountain'],11.276114921181332,106.1264930338318,Địa điểm mountain tại Tay Ninh,mountain,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Quang Binh,Quang Binh,3.2,['cinema'],17.604896158979066,106.565153211409,Địa điểm cinema tại Quang Binh,cinema,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Binh Phuoc,Binh Phuoc,4.8,['taxi_stand'],11.641574507435466,106.75647794398918,Địa điểm taxi stand tại Binh Phuoc,taxi_stand,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Tay Ninh,Tay Ninh,3.8,['island'],11.133787142939989,106.43368368204202,Địa điểm island tại Tay Ninh,island,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Hue,Hue,3.1,['university'],16.936908294990893,107.7587358237634,Địa điểm university tại Hue,university,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Ho Chi Minh City,Ho Chi Minh City,3.4,['monument'],11.088204635872865,106.29789416747931,Địa điểm monument tại Ho Chi Minh City,monument,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Ben Tre,Ben Tre,4.8,['library'],9.778181389699544,106.4208351532624,Địa điểm library tại Ben Tre,library,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Ba Ria - Vung Tau,Ba Ria - Vung Tau,3.3,['taxi_stand'],9.857283211653463,107.14300295864471,Địa điểm taxi stand tại Ba Ria - Vung Tau,taxi_stand,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Dak Nong,Dak Nong,2.8,['taxi_stand'],12.182091381895876,107.98921668477946,Địa điểm taxi stand tại Dak Nong,taxi_stand,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Temple Ha Tinh,Ha Tinh,3.8,['temple'],18.224898123425163,105.77384096290965,Địa điểm temple tại Ha Tinh,temple,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Quang Binh,Quang Binh,5.0,['stadium'],17.180208296076135,106.7002532714672,Địa điểm stadium tại Quang Binh,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Dong Thap,Dong Thap,3.6,['monument'],10.437428451576157,106.01853529666673,Địa điểm monument tại Dong Thap,monument,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Waterfall Tay Ninh,Tay Ninh,4.5,['waterfall'],11.306354307118625,105.77430999094686,Địa điểm waterfall tại Tay Ninh,waterfall,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Waterfall Nha Trang,Nha Trang,3.5,['waterfall'],11.821128351612389,109.27759127649708,Địa điểm waterfall tại Nha Trang,waterfall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Mountain,Thua Thien Hue,4.4,['pub'],15.987556050178634,107.81478857690357,Địa điểm pub tại Thua Thien Hue,pub,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Kien Giang,Kien Giang,2.8,['church'],10.154548306034265,105.53552639326205,Địa điểm church tại Kien Giang,church,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Long An,Long An,3.2,['stadium'],10.503351684994078,106.43125283562476,Địa điểm stadium tại Long An,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Parking Lot Khanh Hoa,Khanh Hoa,4.4,['parking_lot'],12.4377160539359,108.79363528552788,Địa điểm parking lot tại Khanh Hoa,parking_lot,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Lam Dong,Lam Dong,4.2,['museum'],11.56169972363227,108.81184528340846,Địa điểm museum tại Lam Dong,museum,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Nghe An,Nghe An,4.1,['monument'],18.417432595310903,105.9677039496563,Địa điểm monument tại Nghe An,monument,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Binh Duong,Binh Duong,3.5,['park'],11.499800031821923,106.42132064400936,Địa điểm park tại Binh Duong,park,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Dak Lak,Dak Lak,4.2,['cave'],12.444617726195814,107.9824479507554,Địa điểm cave tại Dak Lak,cave,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Tra Vinh,Tra Vinh,4.3,['swimming_pool'],9.470953664966103,106.18720001506752,Địa điểm swimming pool tại Tra Vinh,swimming_pool,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Thanh Hoa,Thanh Hoa,3.2,['harbor'],19.419363741766716,106.27766431346778,Địa điểm harbor tại Thanh Hoa,harbor,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Train Station Nghe An,Nghe An,3.8,['train_station'],19.041801955753748,105.79396877718168,Địa điểm train station tại Nghe An,train_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Tra Vinh,Tra Vinh,3.0,['park'],9.858413916649884,106.06459003419806,Địa điểm park tại Tra Vinh,park,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Zoo Cat Ba,Cat Ba,3.5,['zoo'],21.198021710494853,107.106686800923,Địa điểm zoo tại Cat Ba,zoo,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Mui Ne,Mui Ne,2.8,['golf_course'],10.893240112609076,108.3814392233042,Địa điểm golf course tại Mui Ne,golf_course,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Convenience Store Bac Lieu,Bac Lieu,4.2,['convenience_store'],9.495659586274474,105.46490371052322,Địa điểm convenience store tại Bac Lieu,convenience_store,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Ben Tre,Ben Tre,4.6,['atm'],10.628973009364838,105.90280513695056,Địa điểm atm tại Ben Tre,atm,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Soc Trang,Soc Trang,4.7,['pagoda'],9.114611811651049,106.30344873346002,Địa điểm pagoda tại Soc Trang,pagoda,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Ninh Thuan,Ninh Thuan,3.4,['golf_course'],11.315008628118632,109.05054013161704,Địa điểm golf course tại Ninh Thuan,golf_course,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Tra Vinh,Tra Vinh,4.3,['golf_course'],10.037930026910878,106.01771564668792,Địa điểm golf course tại Tra Vinh,golf_course,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Quang Tri,Quang Tri,3.0,['post_office'],16.46043069332907,106.83769412834626,Địa điểm post office tại Quang Tri,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Lam Dong,Lam Dong,3.0,['school'],12.338367398432323,108.85784730924858,Địa điểm school tại Lam Dong,school,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pharmacy Can Tho,Can Tho,3.5,['pharmacy'],9.656450173655422,105.89034139378263,Địa điểm pharmacy tại Can Tho,pharmacy,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Train Station Soc Trang,Soc Trang,3.5,['train_station'],9.58792171100737,106.05653195875718,Địa điểm train station tại Soc Trang,train_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bus Station Binh Thuan,Binh Thuan,3.5,['bus_station'],11.270087978694296,107.88760328081462,Địa điểm bus station tại Binh Thuan,bus_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Nghe An,Nghe An,4.0,['cinema'],18.187016880712832,106.03307005382872,Địa điểm cinema tại Nghe An,cinema,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Ben Tre,Ben Tre,2.8,['golf_course'],10.450424090151952,106.03832953030155,Địa điểm golf course tại Ben Tre,golf_course,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Temple Hau Giang,Hau Giang,4.6,['temple'],10.282950600796385,105.9471334176698,Địa điểm temple tại Hau Giang,temple,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Can Tho,Can Tho,4.5,['swimming_pool'],9.898634698158448,106.2198950174652,Địa điểm swimming pool tại Can Tho,swimming_pool,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Bac Lieu,Bac Lieu,4.3,['school'],9.07303898059493,106.21808226962028,Địa điểm school tại Bac Lieu,school,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Quang Binh,Quang Binh,3.3,['swimming_pool'],17.399861094901876,106.12489795031094,Địa điểm swimming pool tại Quang Binh,swimming_pool,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Quang Tri,Quang Tri,4.2,['port'],17.160308586756802,107.48892391412116,Địa điểm port tại Quang Tri,port,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Binh Phuoc,Binh Phuoc,3.0,['library'],11.349301899370404,106.60885691676754,Địa điểm library tại Binh Phuoc,library,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Phan Thiet,Phan Thiet,4.7,['museum'],10.88725040743359,108.14973226355924,Địa điểm museum tại Phan Thiet,museum,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pharmacy Cat Ba,Cat Ba,2.8,['pharmacy'],20.69705699047636,107.46948724180596,Địa điểm pharmacy tại Cat Ba,pharmacy,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Tam Dao,Tam Dao,2.6,['cave'],21.80432423684904,105.82783518446836,Địa điểm cave tại Tam Dao,cave,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Garden Quang Nam,Quang Nam,3.2,['garden'],16.290759267888177,108.64502099211415,Địa điểm garden tại Quang Nam,garden,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Quang Ngai,Quang Ngai,5.0,['mountain'],15.35681110457814,108.39830536221412,Địa điểm mountain tại Quang Ngai,mountain,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Khanh Hoa,Khanh Hoa,2.8,['post_office'],11.998736895520445,109.625379458283,Địa điểm post office tại Khanh Hoa,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Cat Ba,Cat Ba,3.8,['gas_station'],20.776393026945044,107.34529928794724,Địa điểm gas station tại Cat Ba,gas_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Tam Dao,Tam Dao,2.8,['beach'],20.967659070761226,105.16427074361538,Địa điểm beach tại Tam Dao,beach,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Hau Giang,Hau Giang,3.2,['market'],10.19546242278399,104.98592122428224,Địa điểm market tại Hau Giang,market,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gym Khanh Hoa,Khanh Hoa,4.0,['gym'],12.57358330976533,109.21403694964202,Địa điểm gym tại Khanh Hoa,gym,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Salon Phu Yen,Phu Yen,4.5,['salon'],12.629480354510196,109.34153917355404,Địa điểm salon tại Phu Yen,salon,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Da Nang,Da Nang,2.7,['church'],15.576295078841184,108.05050358592275,Địa điểm church tại Da Nang,church,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Parking Lot Ca Mau,Ca Mau,3.7,['parking_lot'],8.683481827818538,105.01044512088758,Địa điểm parking lot tại Ca Mau,parking_lot,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Binh Dinh,Binh Dinh,4.1,['cinema'],12.647047514576837,108.83848473569743,Địa điểm cinema tại Binh Dinh,cinema,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Tra Vinh,Tra Vinh,4.6,['school'],10.187612403168613,106.33134449472722,Địa điểm school tại Tra Vinh,school,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Lam Dong,Lam Dong,4.8,['theater'],12.338084341902192,108.46027722366648,Địa điểm theater tại Lam Dong,theater,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Tien Giang,Tien Giang,4.4,['mountain'],10.50023704915611,105.98959098734989,Địa điểm mountain tại Tien Giang,mountain,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Cat Ba,Cat Ba,3.9,['gas_station'],20.935159420438808,106.6000507919024,Địa điểm gas station tại Cat Ba,gas_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Shrine Dak Lak,Dak Lak,4.8,['shrine'],12.363622256647153,108.3782731462693,Địa điểm shrine tại Dak Lak,shrine,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Binh Duong,Binh Duong,2.5,['mosque'],11.165614104805652,106.64680966985004,Địa điểm mosque tại Binh Duong,mosque,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Can Tho,Can Tho,3.2,['cave'],9.660237394492352,106.202209652599,Địa điểm cave tại Can Tho,cave,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Thanh Hoa,Thanh Hoa,2.6,['stadium'],19.484472492595025,105.66817798686296,Địa điểm stadium tại Thanh Hoa,stadium,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Quang Tri,Quang Tri,3.3,['post_office'],16.866818290080076,106.95904462355011,Địa điểm post office tại Quang Tri,post_office,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar Ocean,Ca Mau,4.6,['cafe'],8.806280099445543,105.37706578567447,Địa điểm cafe tại Ca Mau,cafe,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Khanh Hoa,Khanh Hoa,2.9,['harbor'],11.974460547190032,109.2069321137656,Địa điểm harbor tại Khanh Hoa,harbor,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Cat Ba,Cat Ba,3.2,['university'],21.069812924940663,107.32603905098698,Địa điểm university tại Cat Ba,university,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Binh Duong,Binh Duong,4.4,['museum'],11.679333552565746,106.8612673162346,Địa điểm museum tại Binh Duong,museum,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Ha Long,Ha Long,4.9,['stadium'],20.45063526440589,107.36069020014908,Địa điểm stadium tại Ha Long,stadium,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Sunrise,Dong Nai,4.8,['pub'],10.999626313246877,107.1490143001392,Địa điểm pub tại Dong Nai,pub,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Peninsula Tam Dao,Tam Dao,2.9,['peninsula'],21.2854349072268,105.32894343840776,Địa điểm peninsula tại Tam Dao,peninsula,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Phan Thiet,Phan Thiet,4.7,['airport'],10.827551197659451,108.43694450598764,Địa điểm airport tại Phan Thiet,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Shopping Center Quang Ngai,Quang Ngai,3.6,['market'],15.050093519203909,108.74369904630592,Địa điểm market tại Quang Ngai,market,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Quang Tri,Quang Tri,2.9,['post_office'],16.708687936132673,106.89515792670583,Địa điểm post office tại Quang Tri,post_office,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bay Dak Nong,Dak Nong,4.3,['bay'],11.582973980963777,107.61313688541168,Địa điểm bay tại Dak Nong,bay,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Train Station Vung Tau,Vung Tau,2.9,['train_station'],10.609863453087554,107.16688857406862,Địa điểm train station tại Vung Tau,train_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Dong Nai,Dong Nai,3.7,['shopping_mall'],10.979394103759857,107.13470264321704,Địa điểm shopping mall tại Dong Nai,shopping_mall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Gia Lai,Gia Lai,4.9,['airport'],13.997934881735546,108.3729909746936,Địa điểm airport tại Gia Lai,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Tien Giang,Tien Giang,4.0,['post_office'],10.67598219161213,106.35272761700652,Địa điểm post office tại Tien Giang,post_office,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Clinic Vung Tau,Vung Tau,3.0,['clinic'],9.892997428273802,106.89416991030905,Địa điểm clinic tại Vung Tau,clinic,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Gia Lai,Gia Lai,3.2,['gas_station'],14.331601822058817,108.19262624113884,Địa điểm gas station tại Gia Lai,gas_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Dak Lak,Dak Lak,2.6,['mountain'],12.923821418600278,108.47806415842024,Địa điểm mountain tại Dak Lak,mountain,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Con Dao,Con Dao,2.8,['police_station'],8.812370486949328,106.62617462723978,Địa điểm police station tại Con Dao,police_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness Tam Dao,Tam Dao,3.5,['fitness'],21.06385120725721,105.51575871421296,Địa điểm fitness tại Tam Dao,fitness,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Memorial Nghe An,Nghe An,2.6,['memorial'],19.046571350894038,105.4345469130902,Địa điểm memorial tại Nghe An,memorial,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Ha Tinh,Ha Tinh,4.7,['gas_station'],17.933482328501974,106.32726916176236,Địa điểm gas station tại Ha Tinh,gas_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Thua Thien Hue,Thua Thien Hue,4.2,['swimming_pool'],16.847763630128476,107.24006082974932,Địa điểm swimming pool tại Thua Thien Hue,swimming_pool,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Binh Duong,Binh Duong,3.1,['university'],10.874184733388663,106.91340218916832,Địa điểm university tại Binh Duong,university,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Thua Thien Hue,Thua Thien Hue,4.0,['park'],16.081892827565067,107.23589858928212,Địa điểm park tại Thua Thien Hue,park,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Da Lat,Da Lat,4.2,['river'],11.915658139367558,108.70353544691278,Địa điểm river tại Da Lat,river,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bay Ha Tinh,Ha Tinh,3.2,['bay'],17.91676769208039,105.83110185077594,Địa điểm bay tại Ha Tinh,bay,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Con Dao,Con Dao,3.2,['harbor'],9.15380293324946,107.0672573286865,Địa điểm harbor tại Con Dao,harbor,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Phan Thiet,Phan Thiet,3.2,['beach'],10.75028237133698,108.6612834242882,Địa điểm beach tại Phan Thiet,beach,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Quang Nam,Quang Nam,2.8,['monument'],16.1686294849106,108.6254089331383,Địa điểm monument tại Quang Nam,monument,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Bac Lieu,Bac Lieu,4.9,['gas_station'],9.14556621686558,105.41362000362804,Địa điểm gas station tại Bac Lieu,gas_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Da Nang,Da Nang,4.9,['golf_course'],16.13073353290072,108.5756398822056,Địa điểm golf course tại Da Nang,golf_course,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bay Cat Ba,Cat Ba,4.3,['bay'],21.01590253984148,106.67988692427087,Địa điểm bay tại Cat Ba,bay,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Hai Phong,Hai Phong,4.2,['beach'],21.16976728828981,106.98381895608053,Địa điểm beach tại Hai Phong,beach,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Quang Binh,Quang Binh,3.2,['monument'],17.19879244126358,106.97331952036086,Địa điểm monument tại Quang Binh,monument,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Tay Ninh,Tay Ninh,4.1,['river'],11.68464840411699,105.66928541058812,Địa điểm river tại Tay Ninh,river,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Ninh Thuan,Ninh Thuan,2.8,['river'],11.4197728504534,108.93556426251168,Địa điểm river tại Ninh Thuan,river,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Hau Giang,Hau Giang,3.6,['swimming_pool'],10.092160256783018,105.292319314212,Địa điểm swimming pool tại Hau Giang,swimming_pool,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar River,Binh Phuoc,3.1,['bar'],11.95185000934104,106.2485641384982,Địa điểm bar tại Binh Phuoc,bar,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Con Dao,Con Dao,4.9,['police_station'],9.182874039253814,106.5910535640008,Địa điểm police station tại Con Dao,police_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
